"price","latitude","longitude","accommodates","bathrooms","bedrooms","minimum_nights","number_of_reviews","review_scores_rating","review_scores_location","review_scores_value"
82,51.5225,-0.10559,2,1.5,1,14,28,90,10,9
46,51.52616,-0.06933,2,2,1,5,48,93,10,9
50,51.50362,-0.10969,2,1,1,2,323,93,10,9
80,51.48838,-0.11147,2,1,1,5,30,99,10,10
220,51.53059,-0.07682,6,2,2,89,6,93,9,9
220,51.5302,-0.07601,6,2,2,89,13,89,10,9
35,51.56996,0.06549,2,1,1,3,18,100,10,10
146,51.52704,-0.11977,6,1.5,3,3,230,95,10,10
220,51.52613,-0.07852,6,2,2,89,5,85,10,10
33,51.5595,-0.22231,2,1,1,3,5,80,7,9
100,51.4968,0.01294,8,2,3,3,112,93,10,9
22,51.59481,-0.33263,3,1,1,2,42,94,9,10
185,51.51982,-0.099,6,2.5,2,1,103,81,9,8
100,51.51741,0.00907,2,2,2,3,11,91,9,9
90,51.42812,-0.19023,4,1,2,3,5,92,9,9
49,51.47592,-0.13296,2,1,1,6,13,98,10,10
123,51.50963,-0.1936,3,1,2,3,72,89,10,9
83,51.55445,-0.16275,4,1,1,2,106,96,10,9
199,51.44943,-0.18411,5,2,3,1,7,97,10,9
46,51.46009,-0.21482,2,1,1,2,46,95,10,9
155,51.51776,-0.07718,4,1,1,2,76,85,10,9
160,51.49203,-0.16219,4,2,2,3,96,99,10,10
49,51.5659,0.00227,2,1,1,1,2,100,9,8
195,51.52665,-0.07597,2,1,1,10,21,96,10,10
90,51.53184,-0.0659,4,1,1,2,32,95,9,9
120,51.50209,-0.27095,2,1,1,2,72,99,10,10
110,51.52714,-0.17779,2,1,1,2,11,95,10,9
39,51.43034,-0.05568,4,1,2,2,53,98,10,10
40,51.46638,-0.11064,2,1.5,1,3,76,93,9,9
61,51.4553,-0.11094,4,1,1,2,24,95,9,9
195,51.5014,-0.218,4,1,2,2,158,98,10,10
88,51.52673,-0.05978,6,2,2,2,21,96,9,9
89,51.59508,-0.22467,4,1,2,4,60,88,9,9
80,51.51582,-0.1311,2,1,1,21,58,96,10,9
100,51.55936,-0.16497,3,1,1,1,1,100,10,10
52,51.49541,-0.11326,2,1,1,2,9,87,9,9
85,51.53208,-0.22301,4,1,2,3,57,99,10,10
79,51.49649,-0.10218,2,1,1,2,4,85,9,8
90,51.48784,-0.21138,2,1.5,1,3,3,93,9,8
45,51.46428,-0.09843,2,1.5,1,3,6,96,9,10
100,51.50905,-0.19662,1,2,1,2,10,98,10,10
25,51.62367,-0.02314,1,1,1,2,5,96,9,10
70,51.54655,-0.0958,2,1,1,1,18,97,9,10
130,51.53511,-0.08215,3,1,1,4,100,98,9,9
60,51.47649,-0.15131,3,1,1,18,1,100,10,10
25,51.52317,0.04725,2,1,1,2,34,91,9,10
100,51.42521,-0.13407,4,2,2,1,1,97,10,10
40,51.5414,-0.04941,2,1,1,2,16,96,9,10
37,51.43882,-0.10348,2,1,1,1,1,100,10,10
111,51.51738,-0.20494,2,1,1,3,123,96,10,10
125,51.49384,-0.23624,4,1,1,5,80,96,10,10
80,51.55953,-0.06395,5,1,2,1,29,95,9,9
80,51.51116,-0.05085,2,1,1,2,44,97,9,9
123,51.52885,-0.09855,2,1.5,1,2,17,96,10,9
95,51.4723,-0.2518,4,1,1,7,2,100,10,10
130,51.59112,-0.16611,5,1,2,5,7,89,9,9
150,51.52268,-0.06926,4,1,2,6,99,92,9,9
45,51.62624,-0.18977,2,1,1,1,7,91,10,10
125,51.53763,-0.13732,2,1,1,3,6,93,10,9
36,51.57792,-0.03463,2,1.5,1,1,19,96,9,10
160,51.51472,-0.14923,4,1,1,3,18,95,10,9
65,51.55709,-0.09503,4,1,1,7,36,94,10,9
28,51.52209,-0.06077,1,1,1,3,2,90,10,10
85,51.50768,-0.25074,4,1.5,1,1,72,94,9,9
90,51.55332,-0.17498,2,1,1,4,129,97,10,10
60,51.54649,-0.07153,2,1,1,2,21,95,10,9
130,51.46773,-0.26691,4,1,2,3,88,91,9,9
126,51.49353,-0.25838,8,1.5,3,4,90,97,10,10
73,51.48646,-0.1969,4,1,1,2,5,60,7,7
75,51.47911,-0.18472,5,1,1,3,28,81,9,8
95,51.54787,-0.05708,4,1,2,12,9,98,9,10
85,51.52375,-0.06902,3,2,2,2,24,96,10,9
79,51.50521,-0.23633,2,1,1,90,13,97,9,10
109,51.51702,-0.20353,2,1.5,1,1,2,100,10,8
130,51.51488,-0.13571,3,1,1,4,70,86,10,9
155,51.51537,-0.12481,2,1,1,5,46,90,10,9
75,51.48565,-0.18594,2,1,1,3,3,80,10,9
81,51.52654,-0.07485,8,1,2,1,152,96,10,10
200,51.53391,-0.0718,4,1,2,5,18,99,10,9
140,51.47091,-0.09654,6,3.5,3,7,4,95,9,10
25,51.45947,-0.16201,2,2.5,1,4,112,95,10,10
234,51.49875,-0.18021,2,1.5,1,4,1,100,10,8
90,51.54566,-0.13994,2,1,1,2,19,99,10,10
55,51.571,-0.01619,4,2,2,3,22,92,8,10
120,51.42944,-0.0625,4,1,2,2,16,89,9,9
60,51.4276,-0.06213,2,1,1,1,6,90,10,9
132,51.52864,-0.07736,2,1.5,1,3,94,92,9,9
70,51.49198,-0.04586,2,1,1,4,7,89,9,9
230,51.53633,-0.08136,5,2.5,3,2,58,98,10,10
85,51.46183,-0.18275,2,1,1,2,3,80,8,9
99,51.46649,-0.1008,2,1,1,2,96,97,10,10
100,51.51841,-0.21027,3,1,1,10,9,100,9,9
195,51.58432,-0.08007,5,2,3,6,4,100,9,10
20,51.57397,-0.07747,1,1,1,1,16,84,8,9
110,51.54575,-0.08334,3,1,1,1,12,98,10,9
190,51.55824,-0.07927,6,1.5,4,5,8,100,10,10
50,51.48678,-0.12534,1,1,1,3,360,96,10,10
200,51.51304,-0.12095,5,1,2,3,84,96,10,9
127,51.46222,-0.15567,4,1,1,40,4,87,9,9
180,51.55286,-0.04465,6,2,3,5,9,98,10,10
120,51.427,-0.08968,4,1,2,4,2,100,7,10
95,51.53615,-0.20314,2,1,1,2,103,99,10,10
212,51.47698,-0.20035,3,1,1,4,1,60,10,6
70,51.50033,-0.2666,3,2,1,3,21,90,9,9
100,51.48744,-0.01476,2,1,1,5,9,90,9,9
43,51.46198,-0.11908,2,1,1,3,7,97,9,10
157,51.52477,-0.1215,2,1,1,4,3,100,10,10
55,51.56521,-0.08017,2,1,1,3,14,94,10,10
27,51.58238,-0.07673,2,1,1,3,7,89,9,9
60,51.42887,-0.06393,2,1,1,2,11,91,9,9
60,51.50733,-0.47334,8,2,3,1,169,96,10,10
95,51.54546,-0.20335,2,1,1,3,2,80,8,7
85,51.55064,0.11333,6,2,3,7,32,87,8,9
120,51.57934,-0.12091,2,1,1,5,44,100,10,10
110,51.57512,-0.11815,2,1,1,2,1,100,10,10
181,51.5153,-0.06845,3,1,1,1,480,97,10,9
121,51.51548,-0.21326,4,1,2,3,5,100,10,10
50,51.51613,-0.18517,3,1,1,7,5,100,10,9
65,51.50699,-0.20782,2,1,1,2,62,97,10,10
370,51.50569,-0.20623,9,2,3,5,6,97,10,9
110,51.46465,-0.13009,2,1,1,3,7,100,10,9
349,51.51401,-0.13928,4,2,2,4,14,96,10,9
45,51.45207,-0.12993,2,1,1,2,26,98,9,10
76,51.55094,-0.03736,3,1,1,5,9,93,9,9
900,51.51222,-0.18854,10,3.5,5,30,11,100,10,10
65,51.56188,-0.20657,4,1,2,1,27,88,9,9
200,51.4968,-0.17217,4,2,2,6,85,92,10,9
39,51.41102,-0.20892,1,1,2,1,18,91,9,10
70,51.47786,-0.17056,4,1,1,2,242,92,9,9
75,51.48346,-0.02289,2,1.5,1,4,7,94,8,9
213,51.51212,-0.11353,4,2.5,2,180,109,90,10,9
139,51.52426,-0.12515,11,2,2,1,524,94,10,9
80,51.52422,-0.15966,2,1,1,5,46,99,10,9
88,51.41407,-0.2979,4,1,2,2,28,98,10,10
110,51.49083,-0.13979,2,1,1,6,2,100,10,10
40,51.54235,-0.23091,1,2,1,2,31,98,9,10
160,51.49854,-0.19315,4,1,1,4,6,88,10,8
50,51.52922,-0.07481,2,1,1,6,2,100,10,10
116,51.54394,-0.04515,4,1,2,4,3,93,7,8
30,51.52997,-0.03388,2,1.5,1,90,30,93,10,10
44,51.53055,-0.23043,2,1.5,1,1,9,100,10,10
60,51.42607,-0.06313,4,1,2,2,9,96,9,10
26,51.51572,-0.33019,2,1.5,1,5,8,98,10,10
132,51.48697,-0.17664,4,1,1,3,27,89,10,8
45,51.49324,-0.0257,2,0,1,1,4,85,9,9
95,51.49472,-0.02594,4,1,1,1,14,97,9,9
120,51.55178,-0.13401,4,1,2,3,2,100,8,9
170,51.5254,-0.12389,4,1,2,1,32,92,10,9
90,51.52512,-0.16486,3,2,1,3,39,95,10,9
82,51.52983,-0.06973,2,1,1,1,1,100,10,10
65,51.44027,-0.21385,3,1.5,1,2,31,92,10,9
195,51.4755,-0.21081,6,2,2,2,152,94,10,9
19,51.52146,-0.10308,1,1,1,1,271,93,10,9
60,51.56013,-0.12214,5,1,1,1,16,95,10,9
99,51.57205,-0.15065,4,1,1,2,31,94,10,9
35,51.56816,-0.11558,2,1,1,2,94,95,9,10
45,51.53333,-0.04074,2,1,1,2,53,98,9,10
105,51.53597,-0.12066,2,1,1,1,33,95,10,9
80,51.51485,-0.1312,2,1,1,5,36,94,10,9
95,51.55199,-0.03051,1,1,1,30,33,97,9,10
199,51.51936,-0.13686,2,1,1,2,38,99,10,10
179,51.49919,-0.11332,4,1,1,3,7,97,10,9
74,51.54596,-0.07491,2,1,1,10,3,100,9,10
70,51.46414,-0.00431,4,1,2,5,13,83,8,9
288,51.4908,-0.13721,4,2,2,5,6,93,10,8
85,51.48881,-0.19382,3,1,1,4,41,95,10,9
220,51.52969,-0.07599,6,1,2,89,26,88,9,9
179,51.48171,-0.15012,2,1,1,3,4,93,10,9
35,51.5683,0.01207,2,1,1,1,47,93,9,9
30,51.52096,-0.05014,2,1,1,1,3,90,10,9
78,51.51543,-0.1851,2,1,1,5,41,89,10,9
206,51.51209,-0.14758,1,1,1,2,5,92,8,10
150,51.50033,-0.09658,6,1,1,6,10,86,10,8
25,51.58724,-0.08434,1,1,1,1,2,100,10,10
125,51.49483,-0.11265,2,1,1,14,59,98,10,10
125,51.49536,-0.11787,4,1,1,1,122,90,10,9
50,51.51683,-0.0694,2,2,1,6,128,86,9,9
40,51.56532,-0.11104,2,1,1,2,164,97,10,10
67,51.46202,-0.3004,2,1,1,14,29,95,10,10
80,51.57512,-0.11815,2,2,3,2,2,100,10,10
28,51.48765,-0.11529,2,1,1,1,346,89,10,10
50,51.49716,-0.22898,2,1,1,1,1,97,8,10
125,51.56906,-0.11696,6,1,3,7,7,97,10,10
65,51.46664,-0.11276,4,2,2,2,20,97,10,9
45,51.53049,-0.22326,3,1,1,2,93,94,9,10
35,51.5173,-0.06421,1,2,1,14,9,84,8,9
129,51.51472,-0.11989,2,1,1,2,5,100,10,10
38,51.51499,0.04778,2,1,1,3,13,97,9,10
90,51.49198,-0.23968,2,1,1,10,15,96,9,9
27,51.53872,-0.04519,2,3,1,2,5,100,10,10
170,51.52198,0.02419,9,1,3,3,22,97,9,10
65,51.55521,-0.1397,2,1,1,2,120,98,10,10
29,51.50526,-0.05836,2,1,1,2,7,96,10,9
150,51.51994,-0.16371,2,1,1,3,12,100,10,10
48,51.58274,-0.32431,2,1.5,1,3,35,92,9,9
39,51.53445,-0.12034,1,1,1,1,648,97,10,10
199,51.48765,-0.10262,6,3,3,4,76,90,9,9
27,51.53323,-0.23416,1,1,1,1,196,97,9,10
88,51.55045,-0.1349,2,1,1,3,17,93,9,9
116,51.48722,-0.11074,5,1,3,2,71,88,9,9
80,51.46966,-0.1214,3,1,2,10,26,98,9,10
120,51.4662,-0.10031,3,1,2,5,8,97,9,9
120,51.51696,-0.01553,2,1,1,2,7,100,10,10
307,51.49763,-0.05139,8,3,4,3,34,97,10,10
59,51.57428,-0.09741,4,1.5,2,1,255,99,10,10
140,51.51299,-0.19953,2,1,1,3,133,96,10,10
216,51.49399,-0.19869,8,2.5,2,4,22,92,10,9
70,51.54226,-0.08726,4,1,2,3,140,99,9,10
140,51.512,-0.05848,4,2,2,2,109,98,10,10
68,51.5256,0.05928,4,1,1,1,29,90,8,9
90,51.56484,0.01001,6,2,2,3,61,91,9,9
90,51.56092,0.00838,6,2,2,3,46,87,9,9
90,51.56484,0.01001,6,2,2,3,30,96,9,9
79,51.50131,0.03966,2,1,1,2,6,88,8,9
130,51.59036,-0.02265,4,1,2,7,1,100,10,10
105,51.49387,-0.23039,4,1,1,3,33,93,9,9
42,51.58583,-0.08827,1,1,1,1,1,100,8,10
110,51.51681,-0.13351,2,1.5,1,3,148,95,10,10
69,51.53002,-0.02259,2,1,1,5,2,100,10,9
70,51.54739,-0.09416,2,1,1,1,7,97,10,10
51,51.52826,-0.06108,2,1.5,1,2,38,99,10,10
60,51.45256,-0.02311,2,1,1,7,9,98,10,10
50,51.53231,-0.21862,2,1,1,1,30,97,10,10
35,51.56913,-0.11531,2,1,1,2,86,94,9,9
100,51.52336,-0.32161,2,1,1,5,19,92,9,9
75,51.5627,-0.06985,2,2.5,1,14,19,94,10,10
250,51.53144,-0.08694,8,1.5,3,2,57,88,9,9
121,51.55111,-0.03194,4,2,2,7,8,97,9,10
90,51.52445,-0.0746,2,1,1,90,28,99,10,10
66,51.55863,-0.11848,1,1,1,1,27,96,9,9
198,51.52384,-0.12793,5,1,2,2,122,98,10,10
250,51.51364,-0.12264,4,1,2,5,51,99,10,10
60,51.5785,-0.22691,2,1,1,1,3,100,10,8
100,51.54571,-0.03813,2,1,2,1,4,80,8,9
69,51.54031,-0.20764,2,1,1,2,11,96,10,10
75,51.53,-0.11001,2,1,1,5,30,96,10,10
40,51.39136,-0.06479,2,2,1,1,13,98,10,10
70,51.51012,-0.19533,1,2,1,2,148,94,10,9
250,51.43014,-0.17064,7,3.5,3,3,2,100,10,10
225,51.47958,-0.16489,4,2,3,2,4,100,10,9
22,51.46821,-0.06744,2,1,1,2,3,90,8,9
55,51.57885,-0.06952,2,1,1,1,6,88,9,9
160,51.44676,-0.11683,10,2,4,4,5,92,9,9
108,51.5581,-0.14377,2,1,1,7,5,100,10,10
90,51.54502,-0.06782,2,1,1,2,14,94,9,9
82,51.52368,-0.19491,4,1.5,1,4,60,100,10,10
58,51.45741,-0.15132,2,1,1,1,23,91,9,9
69,51.55059,-0.08768,2,1,1,7,63,89,9,9
95,51.57289,-0.06684,4,1,2,3,8,98,8,9
130,51.53218,-0.11309,2,1,1,2,11,95,10,9
50,51.52876,-0.07291,2,1,1,3,280,96,10,10
95,51.43255,-0.15674,10,2,3,4,44,93,9,9
114,51.53388,-0.11481,3,1,1,3,238,96,10,10
25,51.45343,-0.36231,2,1,1,1,229,95,10,10
102,51.50156,-0.10491,6,2,2,1,29,96,10,9
24,51.53948,-0.0226,1,5,1,4,22,95,9,10
385,51.49146,-0.17843,5,2,2,5,9,98,10,9
29,51.44762,-0.11826,1,1,1,3,15,95,9,9
42,51.45975,-0.11273,2,1,1,1,57,96,10,9
135,51.41969,-0.05155,6,1,3,3,99,92,9,9
350,51.52302,-0.14098,4,1.5,2,3,20,98,10,10
166,51.5172,-0.21068,4,1,2,1,72,95,10,10
130,51.54191,-0.05795,5,1,3,4,13,94,10,9
39,51.54741,-0.05151,2,1.5,1,1,3,93,10,9
69,51.49131,-0.20009,2,1,1,3,19,97,10,10
79,51.5279,-0.07586,6,1,2,4,54,86,9,8
156,51.51868,-0.21266,6,1,2,2,42,97,10,9
29,51.55945,-0.07758,1,1,1,14,2,100,9,10
87,51.4704,-0.12141,6,1,2,4,8,100,9,10
100,51.54407,-0.07937,4,1,2,14,3,100,10,10
80,51.49782,-0.08689,2,1,2,1,119,98,9,9
90,51.5468,-0.11578,4,1,2,4,83,94,10,10
85,51.54999,-0.15604,2,1,1,2,24,93,9,9
57,51.55099,-0.13196,2,1,1,55,68,93,9,9
70,51.55038,-0.043,2,1,1,3,9,90,9,9
186,51.48752,-0.14115,6,2,2,1,123,91,10,9
50,51.45646,-0.13343,1,1,1,1,36,96,9,9
181,51.52985,-0.086,4,2,2,2,12,95,10,9
304,51.48162,-0.12343,4,2,2,4,27,95,10,9
75,51.52573,-0.03092,2,1,1,1,106,99,10,10
90,51.45636,-0.11028,4,1,1,5,28,99,10,10
138,51.52822,-0.14001,6,1,2,90,169,89,9,9
90,51.50193,-0.09606,2,1,1,1,71,94,10,9
199,51.54329,-0.07339,5,1,3,2,65,97,10,10
200,51.55265,-0.17581,4,2.5,2,4,14,99,10,10
55,51.5566,-0.04979,2,1,1,2,30,93,9,10
135,51.52084,0.02357,7,1,3,3,49,96,9,10
90,51.49877,-0.16715,2,1,1,2,11,98,10,10
130,51.52198,0.02419,7,1,3,3,32,97,9,9
85,51.53978,-0.04592,4,1,2,3,3,80,10,6
42,51.44576,-0.12879,2,1,1,1,110,99,9,10
442,51.4971,-0.21262,6,2.5,4,7,22,95,9,9
80,51.49892,-0.07145,2,1,1,4,64,94,10,9
275,51.49754,-0.26379,6,2.5,3,6,23,98,10,9
96,51.52825,-0.18926,4,2,2,2,83,89,9,9
92,51.41684,-0.1268,2,2,2,20,1,100,10,10
38,51.54338,-0.07573,2,1,1,1,22,94,9,9
27,51.46638,-0.18892,1,1,1,3,76,97,10,10
188,51.5604,-0.11861,5,3,3,3,15,95,9,9
119,51.53563,-0.10513,2,1,1,6,20,99,10,10
35,51.54039,-0.20207,2,2,1,3,2,100,9,9
85,51.57103,-0.13478,2,1.5,1,7,3,100,10,10
27,51.44649,-0.03606,1,1.5,1,1,14,98,9,10
30,51.56441,-0.23528,1,1,1,5,1,100,8,10
39,51.5715,0.00211,2,1,1,3,276,99,10,10
49,51.52892,-0.2172,2,1,1,2,23,97,10,10
299,51.50809,-0.23439,9,2.5,6,5,13,97,9,10
250,51.49718,-0.27147,8,3.5,4,2,3,100,9,10
80,51.58024,-0.12213,2,1,1,5,54,93,10,9
40,51.58801,-0.08718,1,1.5,1,1,1,100,10,10
129,51.54666,-0.02837,10,2,4,3,106,94,9,9
50,51.51638,-0.0768,2,1,1,1,2,100,10,9
50,51.54666,-0.06773,2,1,1,3,70,97,10,10
60,51.47771,-0.06384,4,1,1,4,5,93,9,9
40,51.53793,0.01506,4,1,1,3,33,99,10,10
80,51.5491,-0.04918,2,1,1,3,13,95,10,9
143,51.54246,-0.13529,4,1,2,90,70,93,9,9
80,51.51364,-0.20565,2,2,1,2,8,93,10,9
49,51.53332,-0.05569,2,1.5,1,3,15,96,10,10
120,51.51245,-0.05543,4,1,2,2,14,88,9,9
170,51.52198,0.02419,9,1,3,3,96,95,9,10
33,51.54389,-0.08864,2,2,1,2,1,100,10,10
136,51.53518,-0.10438,4,1,2,3,13,95,10,10
33,51.48451,-0.19739,2,1,1,2,185,81,10,9
45,51.54513,-0.11454,2,1,1,15,163,95,10,9
49,51.53355,-0.05594,2,1.5,1,2,5,100,10,10
40,51.53351,-0.0557,2,1.5,1,2,8,96,10,9
160,51.52349,-0.18435,4,2,2,1,31,94,10,9
160,51.53785,-0.1994,5,1,2,4,210,98,9,10
110,51.49685,-0.19629,2,1,1,4,11,100,10,10
235,51.48744,-0.26343,9,4,4,4,120,92,9,9
37,51.44028,-0.12927,2,1,1,1,70,98,10,10
414,51.5165,-0.21199,8,5,4,3,55,94,10,9
200,51.48486,-0.17386,3,1,1,3,112,96,10,10
49,51.53765,0.00486,2,1,1,2,22,97,9,9
56,51.46929,-0.01292,2,1,1,1,8,97,10,9
23,51.53213,-0.00625,1,1,1,1,63,90,9,9
63,51.59948,-0.03194,4,1,1,3,22,85,9,8
80,51.48536,-0.21483,2,1,1,2,9,100,10,10
38,51.56991,4e-04,2,1,1,2,246,99,10,10
30,51.36029,-0.19859,1,1,1,5,15,99,10,10
146,51.54808,-0.0559,2,1,1,2,2,100,10,10
64,51.52046,-0.21134,2,1,1,2,26,86,10,9
50,51.55566,-0.15441,1,1,1,2,11,96,10,9
40,51.39369,-0.21863,2,1.5,1,1,56,100,10,10
60,51.50826,-0.23241,2,1.5,1,2,25,92,9,9
50,51.4586,-0.09269,2,1,1,1,17,92,10,9
60,51.46115,-0.11454,2,1,1,2,14,88,9,9
77,51.51051,-0.188,2,1,1,5,2,100,10,10
91,51.62268,-0.17711,7,2,3,2,6,97,10,9
25,51.44662,-0.1214,2,1,1,2,4,100,10,10
210,51.51592,-0.12534,2,1,1,4,57,98,10,9
42,51.45217,-0.32336,1,1,1,1,151,96,10,10
25,51.47521,-0.34444,2,1,1,1,3,80,9,10
35,51.47595,-0.06512,2,1,1,1,28,94,9,9
45,51.52487,-0.07288,2,1,1,2,16,99,9,9
110,51.51858,-0.20527,4,2,2,4,68,89,9,9
115,51.5257,-0.06696,4,1,1,5,91,97,10,10
29,51.54481,-0.03913,2,1.5,1,1,13,90,9,9
19,51.52772,-0.30282,2,1,1,1,28,95,9,9
85,51.54432,-0.15007,2,1.5,1,1,558,95,10,10
47,51.59217,-0.19304,2,1,1,2,81,96,9,10
41,51.59231,-0.19153,2,1,1,2,21,95,9,9
100,51.54583,-0.08105,3,1,1,31,2,100,9,10
50,51.5629,-0.08334,2,1,1,2,5,100,10,10
300,51.46062,-0.23039,10,2,4,1,20,100,10,9
120,51.51743,-0.07487,4,1,2,2,96,88,9,9
80,51.51681,-0.05221,6,2,2,7,20,92,9,10
32,51.5261,0.11898,2,1.5,1,3,16,100,10,10
475,51.50159,-0.16949,9,3,5,4,90,96,10,10
100,51.44651,-0.11773,7,2,4,3,5,100,10,10
85,51.55575,-0.09582,4,1,2,2,6,100,10,10
80,51.34036,0.05332,2,1,1,2,97,99,10,10
110,51.5385,-0.09328,6,1,2,2,52,87,9,9
105,51.51971,-0.09216,4,1,2,3,230,97,10,10
85,51.53422,-0.0787,2,1,1,3,35,91,9,9
28,51.53234,-0.1943,1,1.5,1,2,3,100,9,10
125,51.52698,-0.08413,2,1,1,4,6,100,9,10
170,51.50287,-0.07389,6,2,2,3,105,95,10,10
159,51.52402,-0.09099,5,1,2,2,57,87,10,9
105,51.51188,-0.1976,2,1,1,90,31,96,10,10
46,51.54009,-0.20971,1,1.5,1,2,50,98,10,10
84,51.53893,-0.14526,2,1,1,60,38,99,10,10
169,51.51196,-0.08377,4,2,2,4,7,97,10,9
55,51.49141,-0.02553,2,1,1,1,25,93,9,9
54,51.42361,-0.16396,2,1,1,1,65,92,9,10
39,51.45389,-0.14927,2,1,1,2,164,96,10,10
200,51.5794,-0.38894,2,1,1,1,2,100,10,8
88,51.51614,-0.04504,4,1,1,4,33,94,9,9
64,51.52535,-0.07128,2,2,1,1,3,93,9,9
85,51.55015,-0.07264,2,1,1,2,21,99,10,9
100,51.54403,-0.03503,2,1,1,2,13,98,10,10
155,51.54095,-0.19837,6,3,3,5,18,92,9,9
48,51.55915,-0.13202,1,1.5,1,2,26,94,10,9
110,51.51852,-0.19522,2,1,1,1,4,85,10,8
440,51.55004,-0.10991,8,2,4,3,12,97,10,9
125,51.52461,-0.06758,4,1.5,2,21,11,98,10,9
275,51.49224,-0.1837,4,2,2,2,17,99,10,9
26,51.37411,-0.02801,1,1,1,1,94,98,10,10
25,51.37281,-0.02858,1,1,1,2,113,99,10,10
71,51.53556,-0.1991,2,1,1,15,46,95,10,9
175,51.55363,-0.13437,4,1,2,10,1,100,10,10
199,51.47604,-0.11684,5,2,2,4,26,98,9,9
190,51.54688,-0.14536,2,2,2,7,6,100,10,10
275,51.49327,-0.18324,4,1,2,2,5,100,10,10
35,51.66088,-0.03739,1,1,1,8,4,95,9,10
110,51.52798,-0.10574,4,1,2,3,132,96,10,9
100,51.59247,-0.19617,4,2,2,1,2,100,10,10
40,51.53301,-0.08788,2,1,1,5,48,96,9,9
75,51.52289,-0.17749,2,1,1,2,19,99,10,9
50,51.51666,-0.3159,1,1,1,2,8,97,9,9
35,51.52508,-0.05963,1,1,1,6,27,89,9,9
170,51.53425,-0.0798,4,2,2,2,6,100,10,10
57,51.52791,-0.16455,2,1,1,3,112,97,10,10
55,51.4783,-0.2136,2,1,1,14,11,89,9,9
90,51.54353,-0.20427,2,1,1,3,242,98,9,9
65,51.49167,-0.01824,2,1,1,4,20,92,10,9
120,51.52121,-0.13992,2,1,1,6,14,91,10,9
90,51.52476,-0.12449,2,1,1,3,223,96,10,10
99,51.54186,-0.14457,3,1,1,2,7,100,10,10
46,51.53648,-0.07693,1,1.5,1,5,29,90,10,9
161,51.52799,-0.10914,2,1,1,2,60,94,9,9
50,51.41549,-0.30424,2,2.5,1,2,41,99,10,10
90,51.43912,0.04257,5,1,3,7,10,100,10,10
60,51.46876,-0.14433,2,1,1,2,32,95,9,9
38,51.5691,-0.11988,1,1,1,1,146,89,9,9
80,51.54799,-0.11421,6,1,2,7,4,100,10,10
120,51.45145,-0.2359,4,1,2,3,150,99,10,10
70,51.50121,-0.11121,3,1,1,5,77,94,10,9
61,51.54536,-0.09424,4,1,1,4,19,96,10,9
80,51.53035,0.05567,3,1,1,5,25,89,8,9
32,51.47885,-0.22299,1,1,1,2,98,99,10,10
44,51.48683,-0.20341,2,1,1,14,206,91,9,9
83,51.50147,-0.02302,2,1.5,1,3,6,100,9,9
40,51.51605,-0.21008,1,1,1,2,5,97,10,10
24,51.57267,0.0887,2,1.5,1,2,23,90,10,9
84,51.51677,-0.066,4,1,2,2,61,95,10,9
314,51.46416,-0.15935,8,3.5,5,3,25,99,10,10
185,51.46828,-0.04079,5,2.5,4,5,18,98,8,9
186,51.51618,-0.07296,10,1.5,4,1,171,95,10,10
80,51.47007,-0.07225,4,1,2,5,2,100,10,10
30,51.4503,-0.15734,2,1.5,2,2,92,96,10,10
95,51.52034,-0.03875,4,2.5,2,7,8,98,9,10
90,51.53358,-0.07817,2,1,1,3,73,93,9,9
70,51.54844,-0.09371,2,2,1,1,31,97,10,9
56,51.47121,-0.1288,3,1,1,1,59,94,9,9
114,51.52979,-0.08598,3,1,1,1,21,87,10,9
155,51.58342,-0.1031,6,2,3,4,18,97,9,10
56,51.59603,-0.17033,4,1,2,2,15,96,9,10
69,51.52371,-0.09813,2,1,1,2,136,98,10,9
85,51.54997,-0.09146,4,1,2,3,2,90,9,9
175,51.57726,-0.14744,7,1.5,2,3,23,96,10,9
70,51.48655,-0.15001,2,1,1,2,132,98,10,10
69,51.48984,-0.15266,1,1,1,1,45,98,10,9
70,51.43779,-0.12113,2,1,1,1,2,100,10,10
36,51.57797,-0.1956,1,1,1,1,104,94,10,10
340,51.49864,-0.24471,8,3.5,4,3,55,98,10,10
169,51.54513,-0.08052,4,2,2,14,4,65,8,7
140,51.51449,-0.1211,2,1,1,7,23,99,10,10
35,51.43927,-0.0976,2,1,1,1,23,84,10,9
90,51.5393,-0.14027,5,1,2,1,174,93,10,9
95,51.53992,-0.13978,6,1,2,1,76,96,10,10
105,51.53915,-0.1404,3,1,1,1,53,97,10,9
60,51.53983,-0.13971,4,1,1,1,112,94,10,9
81,51.56896,-0.11674,2,1,1,3,3,80,10,10
65,51.51652,-0.18017,5,1,1,4,70,92,9,9
22,51.43953,0.00239,1,1,1,1,15,97,9,10
161,51.48544,-0.14064,6,1,2,3,19,96,10,9
145,51.53957,-0.21595,5,1,4,3,10,94,9,9
50,51.51746,-0.02262,2,1,1,5,96,96,10,10
90,51.51475,-0.19619,3,1,1,2,96,96,10,10
246,51.49318,-0.16242,2,1,1,4,3,100,10,9
65,51.57515,-0.08997,2,1.5,1,1,102,98,9,10
95,51.47915,-0.18017,3,1,1,2,141,93,9,9
37,51.50029,-0.11378,1,1.5,1,4,264,92,10,10
70,51.46047,-0.2289,2,1,1,1,3,93,9,9
55,51.57207,-0.09252,2,1.5,1,3,151,97,9,10
